0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19
-2.1293259,1.9714842,-0.14025137,-1.2719982,-0.83948547,-2.8204966,0.6922545,-0.58224607,-0.8414903,-1.4529985,2.5247102,0.6175013,-2.5790064,-0.32050014,-1.7229924,-0.9404965,-1.5759991,0.23254585,-0.7982102,-0.5360002
1.3647647,0.2224027,0.2417341,-0.68060243,0.11250394,-0.70961016,0.3634369,-0.592084,-0.5845253,-1.0755596,1.4634128,1.1759175,-1.3255681,-0.46286592,-0.8322033,-1.2668337,-1.3638797,0.76868343,-0.08722097,-0.28682795
-0.55846184,1.4648408,0.055647336,-0.9279532,-0.026859142,-2.3235962,0.59041804,-0.5181463,0.64788604,-1.9529928,1.5726222,-0.3105463,-2.222693,-1.2187499,-1.565518,-0.55419165,-2.1252444,0.19076982,-0.2822525,-0.3606001
-1.6526958,1.3329772,0.15490147,-1.1525971,-0.29158142,-2.0224972,0.33624968,-0.48939717,-0.49779567,-1.4085974,3.060376,2.1855924,-2.29139,-0.4895999,-1.3481982,-1.6327982,-1.729997,0.4317492,-1.0511284,-0.55100054
0.11965463,1.0413859,0.17654297,-0.82825387,-0.07120743,-2.16947,0.5073434,-0.6066256,-0.43093184,-1.7471306,2.2654862,0.13748993,-1.8901244,-1.606598,-1.4914069,-1.3226851,-2.1893432,0.4530936,-0.06211645,-0.41030133
-0.12782574,1.2073766,0.14041334,-1.0219539,0.035449296,-2.3829927,0.69711435,-0.6841694,-0.28605637,-1.7119464,2.2365832,0.98864466,-1.9406875,-1.1500187,-1.3651692,-1.4366915,-2.1778023,0.31614536,-0.2232524,-0.17572097
-0.39545858,1.1217822,0.11189866,-1.354097,-0.29909453,-2.0004854,0.3400836,-0.6666851,-0.5468811,-1.1667938,1.3590262,0.1787988,-2.2050018,-0.89319897,-1.7722093,-1.0977914,-1.7788992,-0.25932866,0.098646045,-0.4685002
-0.119186774,-0.18113263,-0.1644704,0.29913628,1.4181848,-0.15935175,0.35071492,-0.027664324,-0.007153184,-1.757226,-0.4487962,-1.152146,-1.6148928,-0.1755254,-0.5131796,0.39725268,0.22272907,-0.35233387,-1.2368643,-0.4656413
-1.2267203,-0.2642158,-0.8840919,-0.72659194,-0.016880646,-0.879882,-0.7402843,-0.19850567,-1.8929994,-0.29982072,-0.9519437,-0.48406032,-2.1493847,-0.3437796,-0.60033935,1.1945988,1.0608819,-1.6230552,-0.45464602,-0.48130023
0.41888493,0.019449484,-0.10206069,-0.5216613,0.029460462,-0.76280653,0.3391489,-0.6030965,-1.1372206,-0.8261866,-1.0949782,-0.8004907,-1.6334828,-0.39279297,-0.805858,0.6549237,1.3275684,-1.0688359,-0.8737582,-0.31230128
2.580642,0.23485565,-0.22733825,-0.5545107,-0.25326502,-0.20187585,-0.5442336,-1.0932311,-0.6485547,-0.23520547,0.1563683,-0.22950503,-0.116878316,-0.48724586,-0.7351964,-0.0538012,-0.33161753,0.24389488,0.03485326,-0.40056932
0.98712647,1.4806036,1.10917,-0.47691724,-0.48724082,-0.29872724,0.978899,-1.1590058,-0.27032426,-2.6263642,-1.0386224,-0.9005905,-1.8826263,0.97348726,-0.77958024,-1.3821687,-0.7524433,0.50850886,-0.36072418,-0.7732406
-2.372377,0.06990409,0.5974096,2.1025677,-2.282802,-0.5129507,-0.056699924,-1.1137667,-0.36879864,-1.8128986,-1.4120992,-0.0049001076,-0.630869,1.6680245,-2.0579648,-1.3203992,-0.017201897,-2.1096961,0.035601094,-0.7449998
0.34753892,-0.7664328,0.4864898,-0.171194,1.0033661,-0.16820773,0.31646562,-0.8973759,-1.0499328,-1.9241706,-0.13277961,-1.7526964,-2.278424,-0.7497309,-0.39622602,-1.8125348,0.8022659,-0.8269586,0.15996313,-1.0511378
-1.8544968,-0.13024762,-0.47200036,-0.12949957,-0.6104903,-1.7490042,-1.4500002,-0.3185004,-0.7999957,-0.8259976,-1.4687498,-0.5965,-1.7862461,-0.83499885,-0.7842049,-0.79249877,0.8115075,-1.242997,-0.30375037,-0.61899996
