0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19
-0.21000001,-1.0399998,-1.6600003,-2.0400002,-0.54000014,-0.2,-0.40750518,-0.3,1.7475029,-0.13,-0.74000007,-2.0000002,-1.2600003,1.9575068,3.4950054,-2.0700002,-0.61,-0.3,-3.5774837,-2.397496
-0.6350001,-0.8092981,-1.3929971,-0.46400002,-0.2265012,-0.98000014,0.34221882,-0.49849972,0.72840816,-0.46100003,-0.8590013,-1.291342,-0.06199433,1.1646049,1.864239,-1.506714,-0.15499943,-0.37099987,2.029481,-1.3043056
-0.13999999,0.4571993,-1.8450004,-2.7199998,-1.1300002,-0.175,0.9674681,-0.9900001,0.45700023,-0.35999998,-0.10999996,-2.2209997,-2.3300002,1.5878528,2.8140137,-1.3249979,-0.6550002,-0.7300001,-1.3934712,-1.2779876
-0.54,-1.2261997,-1.7250004,-2.1000001,-1.0350001,-0.12,-0.09490419,-0.5750001,2.5460124,-0.70000005,-0.655,-2.0299997,-0.4680008,1.5387038,3.346514,-2.1050003,-0.56999993,-0.32,-2.8884642,-1.4229914
-0.42749998,-1.2200996,-2.455999,-2.061,-0.66400033,-0.55,0.59702015,-0.498,0.89761186,-0.50000006,-1.1230003,-3.2649972,-1.5519003,1.5350008,3.1076293,-2.3959982,-0.84600013,-0.6700001,-0.76263094,-2.0129526
-0.42499998,-0.31289962,-2.2231,-2.7599995,-1.3749996,-0.385,0.16884148,-0.52000004,1.0644128,-0.43999997,-0.90500015,-2.2780993,-1.6638994,1.5337976,2.9479265,-1.917998,-0.80500036,-0.32,-0.93907773,-1.4597659
-0.12,-0.06900094,-1.1700002,-2.6199996,-1.3600001,-0.4,0.75507885,-0.5,1.136003,-0.5,-0.7300001,-2.894999,-2.0249999,1.5810511,2.3590117,-0.6550002,-0.8500001,-0.33,-2.1039107,-1.7209911
-0.25499997,0.012397677,-1.097302,-1.041004,0.067500055,-0.43999994,3.007756,-0.4900002,-1.9020002,-0.42999998,-0.8405,0.22299844,-0.27480054,1.0942285,-0.9745044,-0.43710864,0.7199994,0.18400007,-1.1134706,-0.792101
-0.044999994,-0.29500017,0.06259997,0.13719979,-0.39500034,-0.125,0.9331977,-0.375,-0.6498001,-0.4,-0.264,-2.2016,-0.25999996,0.71899927,-0.44400018,-1.1000009,-0.78900015,-0.4,-1.847995,-1.0385
-0.030000016,0.86029804,-1.0095015,0.14749971,-1.1880008,-0.355,1.1880525,0.057999983,-1.5260006,-0.45799997,-0.353,-2.3109994,-0.15500084,1.4554061,-0.9830031,0.27999496,0.18200013,-0.51,-1.5168196,-1.2459829
-0.4140004,-0.3439095,-0.2494716,0.14790717,-0.86886775,-1.3393903,-0.098011255,-0.31219956,0.36242673,-0.85159,-0.46787968,-0.41812372,-0.62912524,0.879598,0.2619334,-1.1321222,-0.51157993,-0.83700085,3.9358768,-1.1654338
-0.28999996,0.31193385,-1.7232323,-0.055998825,-0.728001,0.01500006,1.5535383,0.06300004,-2.089999,-0.551,-0.23299983,-2.9460983,-2.143498,0.75073016,2.5052202,0.7233532,0.3270001,-0.22200002,0.11254983,-1.4405634
