0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19
-2.1890156,1.843991,0.015249126,-0.8789985,-0.7854946,-2.470496,0.30499956,-0.03224993,-0.9257459,-1.4739985,1.7462466,-0.3365002,-2.5800016,-0.44350022,-1.34399,-0.668499,-1.3524992,0.97126514,-0.84673226,-0.5360002
1.4253697,0.25586042,-0.06826455,-0.5390435,-0.1598709,-1.2004186,0.7848451,-0.011484672,-0.5110157,-0.9098717,1.5576234,1.0120775,-1.4480029,-0.9450957,-0.86411613,-0.9923702,-1.1510261,0.9309729,0.022563558,-0.292828
-0.46238405,0.9635604,-0.06585073,-0.78506446,-0.63544995,-2.2283869,1.0231313,0.42905656,0.7515857,-2.0189931,0.81516856,-0.6315995,-2.4556897,-1.323999,-1.2956502,-0.38715112,-1.8729951,0.4605782,-0.030200377,-0.3686001
-1.9393705,1.3029429,-0.07954936,-0.945099,-0.7099924,-2.0842917,0.17994897,0.1974978,-1.0060991,-1.5122964,2.6398141,1.6058985,-2.0563924,-0.54959995,-1.2921768,-1.3161986,-1.5129983,1.1244968,-1.037766,-0.55100054
-0.012457473,0.7482949,0.10939905,-0.67922664,-0.7325322,-2.4286878,0.95378613,0.19614768,-0.36709166,-1.5779778,1.578626,-0.023138143,-1.8008987,-1.7310975,-1.3093063,-0.91470736,-1.8613446,0.7830143,0.0008466244,-0.40830132
-0.2545748,0.78595304,-0.08542352,-0.8279068,-0.42830443,-2.6490457,1.0831335,0.34189928,-0.4697531,-1.2215878,1.6480947,0.8013064,-1.9052007,-1.3450183,-1.5352141,-0.91969204,-1.9483968,0.75112766,0.16399673,-0.18922096
-0.5795584,1.1507261,0.08094898,-1.2354983,-0.65328234,-2.0063791,0.68676347,-0.39169833,-0.59419286,-1.1631953,1.076221,-0.16560057,-2.0875964,-0.83789915,-1.4855233,-1.0255972,-1.5008986,0.3822175,0.14849892,-0.48650017
-0.13194613,-0.08776975,-0.14967738,0.26420444,1.242567,-0.11166567,0.4268445,-0.13344127,0.08499946,-1.527931,-0.7234806,-1.0450959,-1.5766269,-0.71323055,-0.72063404,0.09790212,0.18201312,-0.3295863,-1.171197,-0.47464132
-1.3683504,-0.24799441,-1.1763767,-0.8185976,0.0194783,-1.1472855,-1.118394,0.10614586,-1.4769994,0.02627892,-1.0093371,-0.45098072,-1.6435654,-0.3257801,-0.5199811,0.32125995,0.79423,-1.3440605,-0.12525722,-0.48930022
0.2690104,-0.046550132,-0.00040703453,-0.63678235,-0.20637839,-0.80489165,0.065424636,-0.624647,-0.8242831,-1.0435933,-0.9980875,-0.62389416,-1.629673,-0.6946949,-0.59672153,0.4084008,1.186104,-1.1053089,-0.78988,-0.31730127
2.4191587,0.28956053,-0.34903866,-0.8079971,0.030529832,-0.5040425,-0.20650704,-0.67139953,-0.5222566,-0.18350773,0.104320295,-0.119439274,0.03046851,-0.3613458,-0.6056867,-0.19479299,-0.52626157,0.04829757,-0.24193943,-0.43456942
