0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19
-0.8525001,-0.010000296,-0.7300001,-0.90999997,-0.70000005,3.2950044,-1.4974971,-0.5,-3.2474906,-0.70000005,-0.4,-0.8000001,-0.6200001,-1.0200001,-0.70000005,-1.2000002,-1.7900003,0.6899997,-2.5,-0.089999996
-0.9621013,1.26449,-1.1471016,-0.56660044,-0.094999805,2.0112176,-0.803304,0.062500075,1.4454715,-0.7660002,-0.16750002,-1.6926005,-0.7488546,-0.3670031,-0.8054999,-0.37108222,-0.4778058,-0.23945242,-2.0958173,-0.07410113
-1.3640001,0.91713715,0.070000276,-1.0000006,-0.575,3.532511,-0.6509955,-0.39,-2.2008069,-0.26999998,-0.07499999,-1.6050001,-1.3288739,-1.46,-0.51000005,-1.8600003,0.11599905,-1.1400003,-2.3569999,-0.7350002
-0.22799993,-0.7923013,-1.195,-0.7750002,-0.46000004,4.549719,-0.78699404,-0.24000001,-2.9079885,-0.06999999,-0.33,-0.64000005,-1.1300002,-0.02000001,-0.35,-1.1250007,-2.1300004,1.7600017,-3.154999,-0.48499998
-0.8927003,0.5366682,-0.9230004,-0.8790002,-0.08599994,3.5651119,-0.3173791,0.202,-1.1598852,-0.795,-0.28499997,-1.8050005,-0.9199997,-0.7375002,-0.558,-1.0109999,-0.2519993,-0.087902606,-3.6353967,-0.37949988
-0.2741997,1.3240728,-0.6070002,-1.2925001,-0.44999996,3.7215204,-0.06438618,-0.029999986,-1.6387028,-0.575,-0.325,-1.2410005,-0.6770427,-0.9310009,-0.42499998,-1.5780005,-0.5780008,0.82060236,-3.3195982,-0.8650005
-0.9440003,0.27603912,-0.7650006,-1.1700004,-1.0400001,3.0550075,-1.1099955,-0.14,-2.2444668,-0.7700001,-0.54,-1.2000002,-0.63000005,-0.88500035,-0.6,-1.465,-0.2940006,-0.3020003,-2.9549994,-0.69500005
-0.43900022,2.2073724,-0.23850021,-0.7880004,-1.0150003,-0.043501787,-1.4079903,0.20000008,-0.95775086,-0.49999997,-0.16999999,-1.1530017,0.8799988,-0.68750167,-0.25,-0.809501,-0.8750028,-1.4345005,0.4379996,0.24499887
-0.21999997,0.45150042,-0.5640001,-1.2700002,-0.9700001,-0.5550005,-1.494502,0.041,-1.6374958,-0.9000001,-0.37,0.2352002,-0.5450001,-0.42499998,-0.229,-0.8250002,-0.5258004,-0.7590002,-1.575,-0.5400001
-0.4700001,1.3631173,-0.5400003,-1.1480004,-0.60800004,-0.17750224,-1.6489892,0.10200005,-0.8718196,-1.0300001,-0.38,-0.62300044,-1.1020004,-0.12799995,-0.39000005,-0.9380006,-0.38450426,-0.97500145,-2.4119995,-0.93500054
-0.5865238,-0.07688376,-0.6234557,-1.16195,-0.30679944,0.44587585,-1.0991261,-0.2657,3.4871042,-1.3787016,0.24891022,-0.3491023,-1.0549564,-0.9443831,-0.6905901,-1.1648632,-0.70095,-0.44945216,-0.7866641,-0.17270143
-1.2040011,1.4198413,-1.0755006,-0.6314999,0.14100003,1.3192195,-1.109761,0.32850015,0.4632912,-0.9470001,0.29000002,-1.5465001,-0.9100001,-1.4155005,-0.71000004,-1.7214009,1.6776149,-2.092899,-2.7425983,0.9944992
-0.45999998,-0.89200056,-0.8960002,-1.1400002,-0.84100014,-0.95000064,-2.1019979,-0.5,-2.6949983,-0.3,-0.3,-0.9300002,2.148001,-0.29200003,-0.030000001,-1.5700004,1.497,-1.1300002,-2.581,-0.35999998
-0.33600003,3.1231072,0.020000495,-0.8165005,-0.08079987,-0.5510053,-0.96253484,0.752,-0.9688536,-0.8325001,0.024999991,-0.046000883,-1.1974481,0.49799883,-0.245,-1.4198004,0.40640065,-2.2135005,-2.5712,-1.1470006
-0.07999999,-0.21999994,0.35000008,-0.71000016,-0.32999998,-0.29500023,-2.1099982,-0.32999998,-2.9474955,-0.3,-0.4,-0.83000016,-0.595,-0.4650002,-0.72,-1.0300001,0.6749993,-0.9700001,-1.6700003,-0.13
-1.3500001,1.6848752,-1.2960006,-0.9324999,-0.7400001,1.1320177,-1.6479741,-0.79500026,0.43153223,-1.1800004,-0.25,-1.5545002,-0.630801,-0.5910016,-1.2600003,-1.4165002,1.0356948,-3.0124993,-1.6254987,1.1509992
-0.45576513,0.58202994,-0.68899995,-1.2710005,-0.377,-0.23499995,-1.7353234,-0.31599998,-1.747164,-0.8300001,-0.25,-0.4430002,0.44200012,1.2156999,-0.55,-0.93000007,0.3721031,-1.5900003,-2.3089998,-0.6300002
3.0155034,-1.1515007,-0.6410001,-0.6560001,-0.66600007,-0.21500054,-2.4854934,-0.076,-1.3424958,-0.45499995,-0.4,-0.7650003,-0.34999993,0.5829998,-0.67600006,-0.38300034,-1.0860002,0.27349976,-1.5450003,-0.6
-0.53809994,2.5801423,-0.42330003,-0.7164004,-0.36229995,-1.0322998,-1.5213852,-0.27380022,-1.239162,-0.6760001,-0.22349997,1.5904036,-0.10299987,-1.1160029,-0.62500006,-1.4773,-0.14630203,-1.7323004,-2.6003988,-0.97500074
-0.532,2.1924162,-0.99200004,-1.1600001,-0.38499993,-0.8329999,-3.0879934,-0.73,-2.3880904,-0.615,-0.48499998,3.8789885,-0.8810004,-1.5449998,-0.43999997,-1.4350002,0.7770006,-1.4050002,-2.495,-1.5670003
-0.67,2.135174,-1.1600001,-1.5700002,-0.52500004,-0.2930003,-3.775329,-0.63,-2.8804898,-0.35,-0.43499997,3.4869215,-0.9960006,-0.99400043,-0.42,-1.225,1.1096689,-1.3550001,-2.2900002,-0.8592669
-0.55,1.9261682,-1.1850002,-1.3100002,-0.40499997,-0.828,-3.7603292,-0.53,-2.525496,-0.515,-0.415,3.60403,-0.42600018,-1.3530002,-0.42,-0.87500006,1.1606677,-1.2750002,-2.2850003,-0.8118669
-0.029999979,-1.6999999,0.029999882,-1.0600002,-0.52000004,-0.43000025,-2.092999,-0.2,-2.6574984,-0.6,-0.1,-0.9300001,-0.40999994,0.31000006,-0.5,-0.8310002,0.8199999,-0.91100013,-1.3334999,-0.3
0.359,-1.8850001,-1.2000002,-1.4200002,-0.6,0.5899999,-2.234999,-0.6,-2.959995,-0.70000005,-0.3,-0.7950001,-0.36,-0.52500004,-0.5,-0.78500015,-1.0400001,-0.78500015,-1.3440002,-0.2
-0.51499987,2.5625079,-0.0009994768,-1.2000003,-0.54500014,-0.17800139,-0.66851324,0.010000043,-1.8666948,-0.8700002,-0.09999999,0.3974994,-0.67050105,-0.3175013,-0.81,-1.2250007,0.94489634,-1.7370003,-2.5819995,-1.4895014
