0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19
-2.1845026,-2.4599998,-2.1069963,-1.4300002,-0.70000005,-0.69500065,-0.3,1.0787128,-0.024000186,-2.146,-0.5,-0.43,-1.7370003,-2.1685815,-2.0090003,-0.70000005,-0.3,0.9400002,-1.0690008,0.87731254
-2.4390001,-2.351001,-1.9647357,-2.0540004,-0.31,-0.91749895,-0.11000001,1.7665024,-0.38998884,-1.2969998,-0.3,-0.46,-1.7555017,-2.9675024,1.1605037,-0.42,-0.293,-1.0339993,3.6255884,-0.6562407
-0.33988634,-0.48237607,-0.711888,-1.3569192,0.32839918,-0.8294269,-0.8630003,1.6157422,-0.618587,-0.77892506,-1.1105002,-0.2594999,-0.36087844,1.7265077,1.1997254,-0.21649992,-0.317,-0.49596888,2.021465,0.038628206
-0.8754985,-2.9712477,-1.2528126,-2.3385034,-0.75500005,-1.1052659,-0.342,1.0134203,-0.20968172,-0.85698014,-0.22000003,-0.44000003,0.14444236,-0.56912595,0.09239744,-0.19,-0.69,-0.68149585,2.283646,0.68095595
-2.8419998,-1.2751988,-1.5253556,-2.3400013,0.17450005,-2.0954998,-0.24000001,1.8855069,-0.718788,-2.044999,-0.4,-0.48999998,-1.5735009,-2.7520912,1.8865097,-0.45999995,-0.69400007,-0.33475128,3.8006322,-0.9705064
-1.8669708,-1.6962317,-0.8967703,-1.3840971,1.2505003,-1.4780004,-0.13,1.3235613,-0.10638505,-0.9641359,-0.86,-0.0009998474,-1.618737,-1.4387565,2.642729,-0.24399996,-0.49199998,-0.15286265,3.0217707,-1.2643205
-2.5669997,-1.8038108,-1.4516759,-1.9820004,0.09100001,-1.8550003,-0.33,1.8543836,-1.2305996,-1.5006695,-0.6,-0.59000003,-2.380901,-3.0155742,1.0388054,-0.7500001,-0.4,-2.1479993,3.4488373,-1.1694984
-0.37075356,-2.1821005,-1.1081625,-1.4571955,-0.3889997,-1.0570468,-0.12799999,1.4002622,-0.42497998,-1.2281033,-0.52,-0.94300014,-0.23567148,0.0429063,0.5516184,0.13300009,-0.29699993,-0.81685305,2.5840201,-0.02270357
-0.8544969,-2.7109997,-0.88823247,-1.568401,-0.2380001,-1.4335166,-0.287,1.4786432,-0.34752408,-1.3098624,-0.31,-0.7,-0.36595297,-0.30523366,0.83188945,-0.35400003,-0.432,-0.78810364,2.6525843,0.21341044
-0.21847305,-1.3874452,-0.8814552,-1.4587471,-0.25,-0.53390855,-0.14000002,1.0626057,-0.7330302,-0.9309007,-0.25,-0.5100001,-0.7692065,0.09784713,0.9278038,-0.44499993,-0.575,-0.7695451,2.0898957,-1.0192999
