0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49
-2.2420034,-3.0639994,-0.060000002,0.080000006,-0.52839977,-1.1964993,-1.6579998,-1.1759999,-0.8359996,1.5391974,-2.1560001,-1.1079993,-0.61,-1.2364999,-0.12049942,0.7225955,0.09009947,1.1906977,-0.2,-0.4,-0.88549787,-0.4,-0.946,-0.4,-0.4,-0.8,1.1755048,-0.06400075,-0.2,-0.4,-3.1099901,-0.537,-0.4,-0.7089963,0.69560266,-0.6505991,-0.7159997,-0.4,-0.2,-0.08,0.40299562,-0.6,-2.1200001,-0.23999998,2.5380082,-0.11270242,-1.9930001,-0.81869817,-0.86800003,-0.37699983
-0.7974968,-0.7680004,-0.6,-0.35999998,-0.84499973,0.2854554,1.405591,-1.6614999,-1.1912498,0.29290137,-2.1429994,-0.565643,-0.45000002,-0.51474786,-0.3145493,0.43699643,-0.42900303,-0.513496,-0.4,-0.19,0.29010156,-0.8,-0.54549915,-0.4,-0.2,-0.8,1.1185874,0.35275093,-0.4,-0.31,-0.708963,-0.79599994,-0.4,-0.3280978,-0.44950017,-0.7519968,-0.6479994,-0.44,-0.2,-0.255,0.5140024,-0.2,-1.9100004,0.009999981,2.6075068,0.59061784,-1.8535014,-1.5230005,-1.8030009,-0.90899986
0.4958049,2.759191,-0.03999999,-0.25,1.1480006,-0.17450102,1.181498,-1.8454989,-0.55949837,1.0021074,-0.6879506,-1.6039993,-0.4,-1.4304999,-1.0057988,1.2014829,-0.60530066,-0.5805,-0.07999999,-0.22000001,-0.82699984,-0.84,-0.1705,-0.32,0.002000004,-0.46000004,0.25980031,-0.19749999,0.26000002,-0.20800002,-0.09314367,-0.602,-0.2,0.16819827,-3.0569994,-0.13972531,-0.97440004,0.002000004,-0.4,-0.19800001,0.53099644,-0.61,-1.3680006,-0.47000003,0.5253638,-1.095,-0.85969836,-0.046301503,-1.0754999,-0.96919894
-0.5499997,-1.704,-0.4,-0.4,-0.4,-1.6050001,-1.14,-1.25,-1.3700001,-0.8868002,-2.315,-1.006,-0.4,-0.8039998,3.003007,1.1634989,-0.5315002,-1.35,0.0,0.0,-0.34499964,-0.8,-1.07,-0.2,-0.6,-0.8,-0.07999985,-1.6100001,-0.2,-0.2,-3.8320081,-0.1,-0.4,0.51900077,-1.8200002,-1.267998,-0.34199968,-0.6,-0.2,-0.4,0.538001,-0.4,-2.4500003,-0.4,0.73050106,-1.9600002,1.3035045,-1.4859997,-0.63,-0.44999996
-1.0780001,0.57350206,-0.2,-0.2,-1.427,-0.38249516,-0.8320007,-0.90999997,-2.1700008,-1.2580003,1.137992,-1.3699999,-0.2,-0.6394987,-0.7034994,0.40800533,2.8139517,-1.2604982,0.0,0.0,-0.29999864,-0.6,-1.4999999,-0.4,-0.6,-0.76,1.6240351,-0.06900023,0.0,-0.2,-1.6959946,0.23600002,-0.4,-0.033999465,-3.4999993,-2.3220046,0.17600009,-0.4,-0.2,-0.2,0.92100567,-0.2,-1.9600003,-0.4,1.3380154,-3.0674994,-1.6350001,-0.515999,-1.0100001,-0.7599999
0.40800646,1.039218,0.0,-0.29999995,-0.6329999,0.45660827,-2.8539994,-2.0409997,-1.2237492,0.1944988,-0.43449858,-1.1954994,-0.2,0.85041326,0.3059483,1.0941031,-0.06319919,-0.85949934,0.68,-0.01,-0.036800828,-0.33999997,-0.26549736,0.10000001,-0.72,-0.96,0.34152773,-1.2409995,-0.2,0.080000006,-0.19735105,-0.13599999,-0.29999998,0.6047931,-0.7175012,-1.330791,0.002398902,-0.44,-0.26,-0.21000001,1.3342704,-0.4,-2.6000006,0.08,1.1416098,-1.7499983,1.5739146,-0.010299105,-2.5597997,-0.29609975
0.35475466,0.71626467,-0.060000002,-0.33,0.0019999556,0.47000256,-1.6889994,-1.2591996,-0.5308973,0.12674944,0.01175062,-1.0879488,-0.4,1.5638002,0.24885269,1.0996251,0.102499664,-0.85119724,-0.14,-0.4,-0.020001676,-0.73999995,-0.3867452,0.24000001,-0.6999999,-1.0999999,-0.092714384,-0.51050055,-0.4,-0.325,-0.37719503,-1.49,-0.2,0.5392018,-0.5356992,-1.0610157,-0.6314976,-0.3,-1.0,0.19000001,1.2559047,0.10000001,-2.1300004,-0.13999999,1.0215017,-1.0625013,1.4027044,-0.524596,-1.0589995,-0.26600027
0.76559186,1.0281777,-0.6,-0.08,-0.37039986,0.45617512,-0.89400107,-1.1903925,-1.0264388,0.78262043,-0.6557937,-0.6396345,-0.74,0.8353621,-0.23257145,0.9545589,0.30737066,-0.7101951,0.38,0.26,-0.13184814,-0.7099999,-0.20729923,-0.26600003,-0.36,-1.1159998,0.19823392,-0.5991976,-0.10100001,-0.37,1.066264,-1.2765001,-0.28,0.2548232,-0.09220025,-1.2703195,-0.11956043,-0.78000003,-0.13999999,-0.19999999,0.8029551,-0.24,-1.906001,-0.79999995,0.82542145,-0.50169265,1.167632,0.42892003,-1.4174986,-0.82409567
0.39420888,0.96642715,-0.3,-0.52000004,-1.142,0.39680183,-1.1039991,-1.4264989,-0.8496981,0.20360489,-0.86849856,-2.4803486,-0.2,0.8545665,-0.16642235,1.267718,0.03409057,-1.1690004,0.19999999,-0.2,-0.41339806,-0.52000004,-0.38499618,-0.4,-0.2,-0.19000001,-0.01844866,-0.96874857,-0.2,0.0,0.291918,-0.28300005,-0.4,0.26940975,-0.10619967,-1.143652,-0.0641005,-0.4,0.0,-0.3,0.94326705,-0.2,-3.270001,-0.4,1.3397611,-0.9751461,1.7148073,0.22380172,-2.5910003,-1.0255985
-2.5359988,-1.7254994,-0.1,0.0,-0.49999994,-1.7221024,-1.0410032,-0.9439997,-0.74199903,-0.94169396,-1.0431002,-2.0249999,-0.8,2.0368807,-1.864996,-0.087004974,-0.6964964,-1.0310014,-0.24,-0.2,-0.60249853,-0.6,-1.6950005,-0.4,-0.4,-0.64,1.7387136,-0.8284969,-0.03999999,-0.24,-1.4424841,-0.8679999,-0.3,-0.07250032,-1.4909976,-1.4285067,2.0408976,-0.6,-0.4,-0.2,0.55200535,-0.6,-2.3600001,-0.12000001,3.1919713,-0.836002,0.758518,-0.49209884,-1.58,-0.64399993
-0.03520727,0.14797135,-0.5949999,-0.71479994,0.63350147,-0.43607828,-0.9362211,-0.12277482,0.20310088,0.40966263,-0.41369793,-0.12545654,-1.3399997,-0.92386436,-0.73911905,0.91663384,-0.21070752,-0.050095305,-0.6563997,-0.5203999,-0.78288823,-0.7421802,-0.056060847,0.44802025,-1.3919802,-0.84395885,-0.015381975,-0.39278302,-0.011999918,-0.5159997,5.195766,0.054214217,-0.23259984,0.073884025,0.37828526,-1.0989805,-0.9019034,-1.3013996,-1.7084001,-0.7079998,0.81593126,-1.4779999,-1.7011148,-0.7299998,-0.22579703,-0.7041605,-0.1607092,0.12699018,0.0015886282,-0.3693646
1.1784153,0.65981275,-0.6,-1.02,0.3415007,0.39130014,-0.41800085,-1.8029993,-0.8663976,-0.35259318,-0.25959852,-1.5831001,-0.71000004,0.3950057,-0.6350948,0.6061969,-1.0225928,-0.37429798,-0.41000003,-0.13299999,-0.38649958,-0.62,-0.5072986,-0.6,-0.41999996,-0.5999999,0.61885625,0.8658226,-0.59999996,-0.70000005,-0.29353175,0.15199992,0.23,0.4942922,0.34480175,-0.5135931,-0.9094983,-0.059999987,-0.8,-0.53999996,0.7142473,-0.33999997,-2.7260005,-0.65,2.6181679,-0.29310018,-0.7549989,-0.89310265,-2.117,-1.3499998
